"Day ","Items ","Note ","Amount "
"47","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6106 ","-218880"
"47","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6120 ","-448000"
"47","Overdraft","","312500"
"47","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6134 ","-358400"
"47","Overdraft","","156250"
"47","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6291 ","-136000"
"47","Overdraft","","78125"
"47","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6291 ","-95000"
"47","Overdraft","","78125"
"47","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6546 ","-152000"
"47","Sales E Commerce","Revenue - ECM SO ID: 6440","960"
"47","Sales E Commerce","Revenue - ECM SO ID: 6445","2724"
"47","Human Resource Expense","Counselled","-2000"
"47","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6911","-26"
"47","Retail","Revenue - Retail Sales New York - Mouthwash","15456"
"47","Retail","Revenue - Retail Sales New York - Body Wash  ","15159"
"47","Retail","Revenue - Retail Sales New York - Shampoo","16962"
"47","Retail","Revenue - Retail Sales Detroit - Mouthwash","15260"
"47","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8215"
"47","Retail","Revenue - Retail Sales Detroit - Shampoo","10428"
"47","Services","Revenue - Service Sales Order ID: 5497","48600"
"47","Services","Revenue - Service Sales Order ID: 5668","16700"
"47","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"47","Rental Expense","Cash Payment - Rental - New York","-10720"
"47","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"47","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-596"
"47","Rental Expense","Cash Payment - Rental - Miami","-2400"
"46","Sales E Commerce","Revenue - ECM SO ID: 6118","1388"
"46","Sales E Commerce","Revenue - ECM SO ID: 6136","2428"
"46","Sales E Commerce","Revenue - ECM SO ID: 6145","3093"
"46","Sales E Commerce","Revenue - ECM SO ID: 6300","2346"
"46","Wholesales (B2B)","Revenue - B2B SO ID: 6288","1363960"
"46","Salary Expense","Cash Payment - Salary Expense","-28823"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6774","-15"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6785","-24"
"46","Retail","Revenue - Retail Sales New York - Mouthwash","14644"
"46","Overdraft","Repayment","-625000"
"46","Retail","Revenue - Retail Sales New York - Shampoo","16665"
"46","Overdraft","Repayment","-625000"
"46","Retail","Revenue - Retail Sales Detroit - Mouthwash","14504"
"46","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8556"
"46","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 3927","-3300"
"46","Interest Expense ","Cash Payment - Interest - For Overdraft","-2055"
"46","Rental Expense","Cash Payment - Rental - New York","-10720"
"46","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"46","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-60"
"46","Rental Expense","Cash Payment - Rental - Miami","-2400"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Human Resource Expense","Staff Dismiss","-1000"
"45","Overdraft","","19531"
"45","Salary Expense","Cash Payment - Salary Expense","-28804"
"45","Overdraft","","9766"
"45","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 283","-15000"
"45","Overdraft","","9765"
"45","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 286","-15000"
"45","Retail","Revenue - Retail Sales New York - Mouthwash","15512"
"45","Retail","Revenue - Retail Sales New York - Shampoo","15015"
"45","Retail","Revenue - Retail Sales Detroit - Mouthwash","15260"
"45","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8494"
"45","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"45","Rental Expense","Cash Payment - Rental - New York","-10720"
"45","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"45","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-1172"
"45","Rental Expense","Cash Payment - Rental - Miami","-2400"
"44","Overdraft","","312500"
"44","Shipping Expense","","-451056"
"44","Overdraft","","156250"
"44","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5799 ","-226560"
"44","Sales E Commerce","Revenue - ECM SO ID: 5895","1879"
"44","Sales E Commerce","Revenue - ECM SO ID: 5986","20880"
"44","Overdraft","","78125"
"44","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6311 ","-72000"
"44","Human Resource Expense","Counselled","-2000"
"44","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6591 ","-60400"
"44","Overdraft","","39063"
"44","Human Resource Expense","Attended Training","-15000"
"44","Salary Expense","Cash Payment - Salary Expense","-28746"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6440","-10"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6445","-27"
"44","Retail","Revenue - Retail Sales New York - Mouthwash","14756"
"44","Retail","Revenue - Retail Sales New York - Shampoo","15873"
"44","Retail","Revenue - Retail Sales Detroit - Mouthwash","15568"
"44","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8990"
"44","Interest Expense ","Cash Payment - Interest - For Overdraft","-4045"
"44","Rental Expense","Cash Payment - Rental - New York","-10720"
"44","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"44","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-1116"
"44","Rental Expense","Cash Payment - Rental - Miami","-2400"
"43","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5829 ","-50400"
"43","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6001 ","-75840"
"43","Wholesales (B2B)","Revenue - B2B SO ID: 5666","861900"
"43","Salary Expense","Cash Payment - Salary Expense","-30408"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6118","-14"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6136","-24"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6145","-31"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6300","-23"
"43","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 344","-15000"
"43","Retail","Revenue - Retail Sales New York - Mouthwash","14504"
"43","Overdraft","Repayment","-625000"
"43","Retail","Revenue - Retail Sales New York - Shampoo","15246"
"43","Retail","Revenue - Retail Sales Detroit - Mouthwash","14504"
"43","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8060"
"43","Interest Expense ","Cash Payment - Interest - For Overdraft","-3082"
"43","Rental Expense","Cash Payment - Rental - New York","-10720"
"43","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"43","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-736"
"43","Rental Expense","Cash Payment - Rental - Miami","-2400"
"43","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"42","Salary Expense","Cash Payment - Salary Expense","-30196"
"42","Retail","Revenue - Retail Sales New York - Mouthwash","13776"
"42","Retail","Revenue - Retail Sales New York - Shampoo","15840"
"42","Retail","Revenue - Retail Sales Detroit - Mouthwash","15400"
"42","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8463"
"42","Services","Revenue - Service Sales Order ID: 4631","120400"
"42","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"42","Rental Expense","Cash Payment - Rental - New York","-10720"
"42","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"42","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-1092"
"42","Rental Expense","Cash Payment - Rental - Miami","-2400"
"42","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"41","Human Resource Expense","","-15000"
"41","Salary Expense","","-29138"
"41","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5074 ","-156960"
"41","Overdraft","","625000"
"41","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5224 ","-68800"
"41","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5350 ","-284160"
"41","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5357 ","-106560"
"41","Overdraft","","312500"
"41","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5490 ","-329600"
"41","Overdraft","","156250"
"41","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5517 ","-263680"
"41","Overdraft","","156250"
"41","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5651 ","-213120"
"41","Salary Expense","Cash Payment - Salary Expense","-29858"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5895","-19"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5986","-209"
"41","Retail","Revenue - Retail Sales New York - Mouthwash","13664"
"41","Retail","Revenue - Retail Sales New York - Shampoo","15411"
"41","Services","Revenue - Service Sales Order ID: 4890","34000"
"41","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"41","Rental Expense","Cash Payment - Rental - New York","-10720"
"41","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"41","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-1492"
"41","Rental Expense","Cash Payment - Rental - Miami","-2400"
"41","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"40","Salary Expense","","-28769"
"40","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4767 ","-201600"
"40","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5050 ","-90240"
"40","Wholesales (B2B)","Revenue - B2B SO ID: 4883","1474200"
"40","Salary Expense","Cash Payment - Salary Expense","-29138"
"40","Retail","Revenue - Retail Sales New York - Mouthwash","14308"
"40","Overdraft","Repayment","-625000"
"40","Retail","Revenue - Retail Sales New York - Shampoo","13794"
"40","Overdraft","Repayment","-625000"
"40","Interest Expense ","Cash Payment - Interest - For Overdraft","-2055"
"40","Rental Expense","Cash Payment - Rental - New York","-10720"
"40","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"40","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-548"
"40","Rental Expense","Cash Payment - Rental - Miami","-2400"
"40","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4582 ","-51000"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4582 ","-152000"
"39","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4721 ","-84000"
"39","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4888 ","-84000"
"39","Retail","Revenue - Retail Sales New York - Mouthwash","112672"
"39","Retail","Revenue - Retail Sales New York - Body Wash  ","93000"
"39","Retail","Revenue - Retail Sales New York - Shampoo","107613"
"39","Retail","Revenue - Retail Sales Detroit - Body Wash  ","33015"
"39","Retail","Revenue - Retail Sales Detroit - Shampoo","10164"
"39","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","42563"
"39","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"39","Rental Expense","Cash Payment - Rental - New York","-10720"
"39","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"39","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-1044"
"39","Rental Expense","Cash Payment - Rental - Miami","-2400"
"39","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"38","Maintenance Expense","","-15000"
"38","Maintenance Expense","","-15000"
"38","Salary Expense","","-28733"
"38","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4428 ","-129920"
"38","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4576 ","-309760"
"38","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4596 ","-134400"
"38","Retail","Revenue - Retail Sales New York - Mouthwash","112672"
"38","Retail","Revenue - Retail Sales Detroit - Mouthwash","32088"
"38","Retail","Revenue - Retail Sales Detroit - Body Wash  ","67177"
"38","Retail","Revenue - Retail Sales Detroit - Shampoo","79794"
"38","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","87916"
"38","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"38","Rental Expense","Cash Payment - Rental - New York","-10720"
"38","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"38","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-748"
"38","Rental Expense","Cash Payment - Rental - Miami","-2400"
"38","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"37","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4442 ","-97440"
"37","Salary Expense","Cash Payment - Salary Expense","-28769"
"37","Retail","Revenue - Retail Sales New York - Mouthwash","101276"
"37","Retail","Revenue - Retail Sales New York - Body Wash  ","105152"
"37","Retail","Revenue - Retail Sales Detroit - Mouthwash","118860"
"37","Retail","Revenue - Retail Sales Detroit - Body Wash  ","69905"
"37","Retail","Revenue - Retail Sales Detroit - Shampoo","75075"
"37","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","37352"
"37","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","87265"
"37","Retail","Revenue - Retail Sales Los Angeles - Shampoo","81543"
"37","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"37","Rental Expense","Cash Payment - Rental - New York","-10720"
"37","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"37","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","-144"
"37","Rental Expense","Cash Payment - Rental - Miami","-2400"
"37","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"36","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4422 ","-194880"
"36","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5061 ","-45120"
"36","Human Resource Expense","Attended Training","-15000"
"36","Human Resource Expense","Attended Training","-15000"
"36","Retail","Revenue - Retail Sales New York - Mouthwash","13132"
"36","Retail","Revenue - Retail Sales New York - Body Wash  ","13516"
"36","Retail","Revenue - Retail Sales Detroit - Mouthwash","14280"
"36","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8897"
"36","Retail","Revenue - Retail Sales Detroit - Shampoo","9570"
"36","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13804"
"36","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","11811"
"36","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13992"
"36","Services","Revenue - Service Sales Order ID: 4177","48100"
"36","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"36","Rental Expense","Cash Payment - Rental - New York","-10720"
"36","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"36","Rental Expense","Cash Payment - Rental - Miami","-2400"
"36","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"35","Human Resource Expense","","-15000"
"35","Human Resource Expense","","-15000"
"35","Salary Expense","","-28642"
"35","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4162 ","-139200"
"35","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4280 ","-195840"
"35","Wholesales (B2B)","Revenue - B2B SO ID: 4268","204000"
"35","Salary Expense","Cash Payment - Salary Expense","-28715"
"35","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:5208","-8262"
"35","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:5226","-15737"
"35","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:5228","-21694"
"35","Retail","Revenue - Retail Sales New York - Mouthwash","12768"
"35","Retail","Revenue - Retail Sales New York - Body Wash  ","13795"
"35","Retail","Revenue - Retail Sales Detroit - Mouthwash","15764"
"35","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8990"
"35","Retail","Revenue - Retail Sales Detroit - Shampoo","9570"
"35","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14392"
"35","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","11687"
"35","Retail","Revenue - Retail Sales Los Angeles - Shampoo","14982"
"35","Services","Revenue - Service Sales Order ID: 4072","30300"
"35","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"35","Rental Expense","Cash Payment - Rental - New York","-10720"
"35","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"35","Rental Expense","Cash Payment - Rental - Miami","-2400"
"35","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"34","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4605 ","-67200"
"34","Wholesales (B2B)","Revenue - B2B SO ID: 4257","398820"
"34","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 4257","-7000"
"34","Human Resource Expense","Staff Transfer","-15000"
"34","Human Resource Expense","Counselled","-2000"
"34","Salary Expense","Cash Payment - Salary Expense","-28660"
"34","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 344","-15000"
"34","Retail","Revenue - Retail Sales New York - Mouthwash","13132"
"34","Retail","Revenue - Retail Sales New York - Body Wash  ","14043"
"34","Retail","Revenue - Retail Sales Detroit - Mouthwash","14420"
"34","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8215"
"34","Retail","Revenue - Retail Sales Detroit - Shampoo","9867"
"34","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14672"
"34","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","10912"
"34","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15279"
"34","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 1866","-5500"
"34","Services","Revenue - Service Sales Order ID: 3767","17200"
"34","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"34","Rental Expense","Cash Payment - Rental - New York","-10720"
"34","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"34","Rental Expense","Cash Payment - Rental - Miami","-2400"
"34","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"33","Overdraft","","625000"
"33","Shipping Expense","","-312326"
"33","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3608 ","-425600"
"33","Overdraft","","312500"
"33","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3746 ","-252000"
"33","Overdraft","","156250"
"33","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3774 ","-135200"
"33","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3938 ","-81920"
"33","Overdraft","","78125"
"33","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3938 ","-73440"
"33","Overdraft","","78125"
"33","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4264 ","-118400"
"33","Retail","Revenue - Retail Sales New York - Mouthwash","16436"
"33","Retail","Revenue - Retail Sales New York - Body Wash  ","17608"
"33","Retail","Revenue - Retail Sales Detroit - Mouthwash","15344"
"33","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8742"
"33","Retail","Revenue - Retail Sales Detroit - Shampoo","10362"
"33","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13664"
"33","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","11594"
"33","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13827"
"33","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 1987","-2200"
"33","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"33","Rental Expense","Cash Payment - Rental - New York","-10720"
"33","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"33","Rental Expense","Cash Payment - Rental - Miami","-2400"
"33","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"32","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4079 ","-111360"
"32","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"32","Wholesales (B2B)","Revenue - B2B SO ID: 3575","1645420"
"32","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 3575","-35000"
"32","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4731 ","-197760"
"32","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4746 ","-100800"
"32","Salary Expense","Cash Payment - Salary Expense","-28106"
"32","Retail","Revenue - Retail Sales New York - Mouthwash","17524"
"32","Overdraft","Repayment","-625000"
"32","Retail","Revenue - Retail Sales New York - Body Wash  ","17806"
"32","Overdraft","Repayment","-625000"
"32","Retail","Revenue - Retail Sales Detroit - Mouthwash","16120"
"32","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8990"
"32","Retail","Revenue - Retail Sales Detroit - Shampoo","10230"
"32","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14560"
"32","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","10875"
"32","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15221"
"32","Services","Revenue - Service Sales Order ID: 3749","14900"
"32","Services","Revenue - Service Sales Order ID: 3778","9000"
"32","Services","Revenue - Service Sales Order ID: 4101","5400"
"32","Interest Expense ","Cash Payment - Interest - For Overdraft","-2055"
"32","Rental Expense","Cash Payment - Rental - New York","-10720"
"32","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"32","Rental Expense","Cash Payment - Rental - Miami","-2400"
"32","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"31","Salary Expense","","-26768"
"31","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3905 ","-102400"
"31","Wholesales (B2B)","Revenue - B2B SO ID: 4249","375615"
"31","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4585 ","-309760"
"31","Salary Expense","Cash Payment - Salary Expense","-27452"
"31","Retail","Revenue - Retail Sales New York - Mouthwash","17004"
"31","Retail","Revenue - Retail Sales New York - Body Wash  ","17081"
"31","Retail","Revenue - Retail Sales Detroit - Mouthwash","15028"
"31","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9541"
"31","Retail","Revenue - Retail Sales Detroit - Shampoo","10323"
"31","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16068"
"31","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","12238"
"31","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15531"
"31","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"31","Rental Expense","Cash Payment - Rental - New York","-10720"
"31","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"31","Rental Expense","Cash Payment - Rental - Miami","-2400"
"31","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"30","Wholesales (B2B)","Revenue - B2B SO ID: 3439","58830"
"30","Wholesales (B2B)","Revenue - B2B SO ID: 3444","57350"
"30","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4436 ","-97440"
"30","Salary Expense","Cash Payment - Salary Expense","-26768"
"30","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:4424","-17922"
"30","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:4440","-26460"
"30","Retail","Revenue - Retail Sales New York - Mouthwash","16614"
"30","Retail","Revenue - Retail Sales New York - Body Wash  ","18096"
"30","Retail","Revenue - Retail Sales Detroit - Mouthwash","15964"
"30","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8729"
"30","Retail","Revenue - Retail Sales Detroit - Shampoo","10850"
"30","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","15990"
"30","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","10788"
"30","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15531"
"30","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"30","Rental Expense","Cash Payment - Rental - New York","-10720"
"30","Rental Expense","Cash Payment - Rental - Detroit","-4000"
"30","Rental Expense","Cash Payment - Rental - Miami","-2400"
"30","Rental Expense","Cash Payment - Rental - Los Angeles","-4320"
"29","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3759 ","-144000"
"29","Sales E Commerce","Revenue - ECM SO ID: 3599","24853"
"29","Human Resource Expense","Attended Training","-15000"
"29","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:4095","-12005"
"29","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:4113","-9257"
"29","Retail","Revenue - Retail Sales New York - Mouthwash","17134"
"29","Retail","Revenue - Retail Sales New York - Body Wash  ","17719"
"29","Retail","Revenue - Retail Sales Detroit - Mouthwash","16276"
"29","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8990"
"29","Retail","Revenue - Retail Sales Detroit - Shampoo","10323"
"29","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14768"
"29","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","10904"
"29","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15252"
"29","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"29","Rental Expense","Cash Payment - Rental - New York","-5360"
"29","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"29","Rental Expense","Cash Payment - Rental - Miami","-2400"
"29","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"28","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3648 ","-100800"
"28","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3908 ","-45000"
"28","Salary Expense","Cash Payment - Salary Expense","-26750"
"28","Retail","Revenue - Retail Sales New York - Mouthwash","16240"
"28","Retail","Revenue - Retail Sales New York - Body Wash  ","17360"
"28","Retail","Revenue - Retail Sales Detroit - Mouthwash","16276"
"28","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9164"
"28","Retail","Revenue - Retail Sales Detroit - Shampoo","10230"
"28","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14846"
"28","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","11513"
"28","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15004"
"28","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 595","-4400"
"28","Services","Revenue - Service Sales Order ID: 2943","61700"
"28","Interest Expense ","Cash Payment - Interest - For Overdraft","-4110"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","-292"
"28","Rental Expense","Cash Payment - Rental - New York","-5360"
"28","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"28","Rental Expense","Cash Payment - Rental - Miami","-2400"
"28","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"27","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2826 ","-209280"
"27","Sales E Commerce","Revenue - ECM SO ID: 3125","27770"
"27","Human Resource Expense","Attended Training","-15000"
"27","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"27","Salary Expense","Cash Payment - Salary Expense","-26750"
"27","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 283","-15000"
"27","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 286","-15000"
"27","Retail","Revenue - Retail Sales New York - Mouthwash","16408"
"27","Retail","Revenue - Retail Sales New York - Body Wash  ","16678"
"27","Retail","Revenue - Retail Sales Detroit - Mouthwash","15340"
"27","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8903"
"27","Retail","Revenue - Retail Sales Detroit - Shampoo","10447"
"27","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","21502"
"27","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","17371"
"27","Retail","Revenue - Retail Sales Los Angeles - Shampoo","22661"
